date,home_team,away_team,home_goals,away_goals,total_goals,over25,season,odds_over25_bet,odds_under25_bet,odds_over25_ref_close,odds_under25_ref_close,odds_over25_bet_close,odds_under25_bet_close,odds_over25,odds_under25,odds_over25_close,odds_under25_close,source_file
2020-12-16,Fulham,Brighton,0.0,0.0,0.0,0,2020-2021,2.0,1.8,2.02,1.8,2.0,1.8,2.0,1.8,2.02,1.8,E0(4).csv
2020-12-16,Leeds,Newcastle,5.0,2.0,7.0,1,2020-2021,1.72,2.1,1.55,2.46,1.53,2.5,1.72,2.1,1.55,2.46,E0(4).csv
2020-12-16,Leicester,Everton,0.0,2.0,2.0,0,2020-2021,1.72,2.1,1.7,2.16,1.72,2.1,1.72,2.1,1.7,2.16,E0(4).csv
2020-12-16,Liverpool,Tottenham,2.0,1.0,3.0,1,2020-2021,1.66,2.2,1.64,2.27,1.61,2.3,1.66,2.2,1.64,2.27,E0(4).csv
2020-12-16,West Ham,Crystal Palace,1.0,1.0,2.0,0,2020-2021,1.9,1.9,1.94,1.87,1.9,1.9,1.9,1.9,1.94,1.87,E0(4).csv
2020-12-17,Aston Villa,Burnley,0.0,0.0,0.0,0,2020-2021,1.9,1.9,1.75,2.09,1.72,2.1,1.9,1.9,1.75,2.09,E0(4).csv
2020-12-17,Sheffield United,Man United,2.0,3.0,5.0,1,2020-2021,1.8,2.0,1.67,2.21,1.72,2.1,1.8,2.0,1.67,2.21,E0(4).csv
2020-12-19,Crystal Palace,Liverpool,0.0,7.0,7.0,1,2020-2021,1.61,2.3,1.69,2.19,1.72,2.1,1.61,2.3,1.69,2.19,E0(4).csv
2020-12-19,Everton,Arsenal,2.0,1.0,3.0,1,2020-2021,1.8,2.0,1.91,1.92,1.9,1.9,1.8,2.0,1.91,1.92,E0(4).csv
2020-12-19,Newcastle,Fulham,1.0,1.0,2.0,0,2020-2021,2.1,1.72,1.94,1.87,1.9,1.9,2.1,1.72,1.94,1.87,E0(4).csv
2020-12-19,Southampton,Man City,0.0,1.0,1.0,0,2020-2021,1.57,2.37,1.55,2.45,1.57,2.37,1.57,2.37,1.55,2.45,E0(4).csv
2020-12-20,Brighton,Sheffield United,1.0,1.0,2.0,0,2020-2021,2.2,1.66,2.17,1.69,2.2,1.66,2.2,1.66,2.17,1.69,E0(4).csv
2020-12-20,Man United,Leeds,6.0,2.0,8.0,1,2020-2021,1.5,2.62,1.37,3.07,1.36,3.2,1.5,2.62,1.37,3.07,E0(4).csv
2020-12-20,Tottenham,Leicester,0.0,2.0,2.0,0,2020-2021,1.8,2.0,1.86,1.96,1.9,1.9,1.8,2.0,1.86,1.96,E0(4).csv
2020-12-20,West Brom,Aston Villa,0.0,3.0,3.0,1,2020-2021,1.72,2.1,1.73,2.13,1.72,2.1,1.72,2.1,1.73,2.13,E0(4).csv
2020-12-21,Burnley,Wolves,2.0,1.0,3.0,1,2020-2021,2.5,1.53,2.49,1.54,2.5,1.53,2.5,1.53,2.49,1.54,E0(4).csv
2020-12-21,Chelsea,West Ham,3.0,0.0,3.0,1,2020-2021,1.57,2.37,1.67,2.21,1.66,2.2,1.57,2.37,1.67,2.21,E0(4).csv
2020-12-26,Arsenal,Chelsea,3.0,1.0,4.0,1,2020-2021,1.95,1.95,1.79,2.04,1.8,2.0,1.95,1.95,1.79,2.04,E0(4).csv
2020-12-26,Aston Villa,Crystal Palace,3.0,0.0,3.0,1,2020-2021,1.72,2.1,1.73,2.12,1.72,2.1,1.72,2.1,1.73,2.12,E0(4).csv
2020-12-26,Fulham,Southampton,0.0,0.0,0.0,0,2020-2021,1.9,1.9,2.11,1.74,2.1,1.72,1.9,1.9,2.11,1.74,E0(4).csv
2020-12-26,Leicester,Man United,2.0,2.0,4.0,1,2020-2021,1.66,2.2,1.73,2.13,1.72,2.1,1.66,2.2,1.73,2.13,E0(4).csv
2020-12-26,Man City,Newcastle,2.0,0.0,2.0,0,2020-2021,1.36,3.2,1.31,3.43,1.3,3.5,1.36,3.2,1.31,3.43,E0(4).csv
2020-12-26,Sheffield United,Everton,0.0,1.0,1.0,0,2020-2021,2.01,1.89,2.22,1.67,2.3,1.61,2.01,1.89,2.22,1.67,E0(4).csv
2020-12-27,Leeds,Burnley,1.0,0.0,1.0,0,2020-2021,1.57,2.37,1.54,2.48,1.53,2.5,1.57,2.37,1.54,2.48,E0(4).csv
2020-12-27,Liverpool,West Brom,1.0,1.0,2.0,0,2020-2021,1.36,3.2,1.32,3.36,1.3,3.5,1.36,3.2,1.32,3.36,E0(4).csv
2020-12-27,West Ham,Brighton,2.0,2.0,4.0,1,2020-2021,1.99,1.91,2.01,1.82,2.0,1.8,1.99,1.91,2.01,1.82,E0(4).csv
2020-12-27,Wolves,Tottenham,1.0,1.0,2.0,0,2020-2021,2.2,1.66,2.16,1.7,2.2,1.66,2.2,1.66,2.16,1.7,E0(4).csv
2020-12-28,Chelsea,Aston Villa,1.0,1.0,2.0,0,2020-2021,1.53,2.5,1.62,2.31,1.61,2.3,1.53,2.5,1.62,2.31,E0(4).csv
2020-12-28,Crystal Palace,Leicester,1.0,1.0,2.0,0,2020-2021,1.9,1.9,2.07,1.76,2.0,1.8,1.9,1.9,2.07,1.76,E0(4).csv
2020-12-29,Brighton,Arsenal,0.0,1.0,1.0,0,2020-2021,2.0,1.8,1.99,1.83,2.0,1.8,2.0,1.8,1.99,1.83,E0(4).csv
2020-12-29,Burnley,Sheffield United,1.0,0.0,1.0,0,2020-2021,2.37,1.57,2.46,1.55,2.5,1.53,2.37,1.57,2.46,1.55,E0(4).csv
2020-12-29,Man United,Wolves,1.0,0.0,1.0,0,2020-2021,1.96,1.94,1.72,2.13,1.72,2.1,1.96,1.94,1.72,2.13,E0(4).csv
2020-12-29,Southampton,West Ham,0.0,0.0,0.0,0,2020-2021,1.94,1.96,1.75,2.09,1.72,2.1,1.94,1.96,1.75,2.09,E0(4).csv
2020-12-29,West Brom,Leeds,0.0,5.0,5.0,1,2020-2021,1.57,2.37,1.64,2.28,1.61,2.3,1.57,2.37,1.64,2.28,E0(4).csv
2020-12-30,Newcastle,Liverpool,0.0,0.0,0.0,0,2020-2021,1.5,2.62,1.48,2.65,1.5,2.62,1.5,2.62,1.48,2.65,E0(4).csv
2021-01-01,Everton,West Ham,0.0,1.0,1.0,0,2020-2021,1.9,1.9,1.93,1.9,1.97,1.93,1.9,1.9,1.93,1.9,E0(4).csv
2021-01-01,Man United,Aston Villa,2.0,1.0,3.0,1,2020-2021,1.53,2.5,1.56,2.45,1.57,2.37,1.53,2.5,1.56,2.45,E0(4).csv
2021-01-02,Brighton,Wolves,3.0,3.0,6.0,1,2020-2021,2.5,1.53,2.6,1.5,2.62,1.5,2.5,1.53,2.6,1.5,E0(4).csv
2021-01-02,Crystal Palace,Sheffield United,2.0,0.0,2.0,0,2020-2021,2.3,1.61,2.36,1.6,2.37,1.57,2.3,1.61,2.36,1.6,E0(4).csv
2021-01-02,Tottenham,Leeds,3.0,0.0,3.0,1,2020-2021,1.44,2.75,1.5,2.6,1.53,2.5,1.44,2.75,1.5,2.6,E0(4).csv
2021-01-02,West Brom,Arsenal,0.0,4.0,4.0,1,2020-2021,1.9,1.9,1.95,1.87,1.9,1.9,1.9,1.9,1.95,1.87,E0(4).csv
2021-01-03,Chelsea,Man City,1.0,3.0,4.0,1,2020-2021,1.72,2.1,1.68,2.2,1.72,2.1,1.72,2.1,1.68,2.2,E0(4).csv
2021-01-03,Newcastle,Leicester,1.0,2.0,3.0,1,2020-2021,1.9,1.9,1.86,1.97,1.9,1.9,1.9,1.9,1.86,1.97,E0(4).csv
2021-01-04,Southampton,Liverpool,1.0,0.0,1.0,0,2020-2021,1.61,2.3,1.44,2.78,1.44,2.75,1.61,2.3,1.44,2.78,E0(4).csv
2021-01-12,Burnley,Man United,0.0,1.0,1.0,0,2020-2021,1.72,2.1,1.65,2.26,1.66,2.2,1.72,2.1,1.65,2.26,E0(4).csv
2021-01-12,Sheffield United,Newcastle,1.0,0.0,1.0,0,2020-2021,2.5,1.53,2.38,1.59,2.37,1.57,2.5,1.53,2.38,1.59,E0(4).csv
2021-01-12,Wolves,Everton,1.0,2.0,3.0,1,2020-2021,2.37,1.57,2.53,1.53,2.5,1.53,2.37,1.57,2.53,1.53,E0(4).csv
2021-01-13,Man City,Brighton,1.0,0.0,1.0,0,2020-2021,1.5,2.62,1.61,2.32,1.66,2.2,1.5,2.62,1.61,2.32,E0(4).csv
2021-01-13,Tottenham,Fulham,1.0,1.0,2.0,0,2020-2021,1.66,2.2,2.12,1.74,2.1,1.72,1.66,2.2,2.12,1.74,E0(4).csv
2021-01-14,Arsenal,Crystal Palace,0.0,0.0,0.0,0,2020-2021,1.9,1.9,1.87,1.96,1.9,1.9,1.9,1.9,1.87,1.96,E0(4).csv
2021-01-16,Fulham,Chelsea,0.0,1.0,1.0,0,2020-2021,1.8,2.0,1.82,2.01,1.8,2.0,1.8,2.0,1.82,2.01,E0(4).csv
2021-01-16,Leeds,Brighton,0.0,1.0,1.0,0,2020-2021,1.61,2.3,1.64,2.28,1.66,2.2,1.61,2.3,1.64,2.28,E0(4).csv
2021-01-16,Leicester,Southampton,2.0,0.0,2.0,0,2020-2021,1.9,1.9,1.92,1.91,1.9,1.9,1.9,1.9,1.92,1.91,E0(4).csv
2021-01-16,West Ham,Burnley,1.0,0.0,1.0,0,2020-2021,2.1,1.72,2.02,1.81,2.0,1.8,2.1,1.72,2.02,1.81,E0(4).csv
2021-01-16,Wolves,West Brom,2.0,3.0,5.0,1,2020-2021,2.3,1.61,2.3,1.63,2.3,1.61,2.3,1.61,2.3,1.63,E0(4).csv
2021-01-17,Liverpool,Man United,0.0,0.0,0.0,0,2020-2021,1.66,2.2,1.53,2.51,1.53,2.5,1.66,2.2,1.53,2.51,E0(4).csv
2021-01-17,Man City,Crystal Palace,4.0,0.0,4.0,1,2020-2021,1.5,2.62,1.56,2.44,1.57,2.37,1.5,2.62,1.56,2.44,E0(4).csv
2021-01-17,Sheffield United,Tottenham,1.0,3.0,4.0,1,2020-2021,2.0,1.8,2.11,1.75,2.1,1.72,2.0,1.8,2.11,1.75,E0(4).csv
2021-01-18,Arsenal,Newcastle,3.0,0.0,3.0,1,2020-2021,1.8,2.0,1.72,2.14,1.72,2.1,1.8,2.0,1.72,2.14,E0(4).csv
2021-01-19,Leicester,Chelsea,2.0,0.0,2.0,0,2020-2021,1.9,1.9,1.81,2.01,1.8,2.0,1.9,1.9,1.81,2.01,E0(4).csv
2021-01-19,West Ham,West Brom,2.0,1.0,3.0,1,2020-2021,1.9,1.9,1.76,2.08,1.72,2.1,1.9,1.9,1.76,2.08,E0(4).csv
2021-01-20,Fulham,Man United,1.0,2.0,3.0,1,2020-2021,1.72,2.1,1.71,2.15,1.72,2.1,1.72,2.1,1.71,2.15,E0(4).csv
2021-01-20,Man City,Aston Villa,2.0,0.0,2.0,0,2020-2021,1.44,2.75,1.49,2.62,1.5,2.62,1.44,2.75,1.49,2.62,E0(4).csv
2021-01-21,Liverpool,Burnley,0.0,1.0,1.0,0,2020-2021,1.53,2.5,1.7,2.19,1.72,2.1,1.53,2.5,1.7,2.19,E0(4).csv
2021-01-23,Aston Villa,Newcastle,2.0,0.0,2.0,0,2020-2021,1.66,2.2,1.6,2.37,1.61,2.3,1.66,2.2,1.6,2.37,E0(4).csv
2021-01-26,Crystal Palace,West Ham,2.0,3.0,5.0,1,2020-2021,2.2,1.66,2.11,1.75,2.1,1.72,2.2,1.66,2.11,1.75,E0(4).csv
2021-01-26,Newcastle,Leeds,1.0,2.0,3.0,1,2020-2021,1.66,2.2,1.66,2.26,1.72,2.1,1.66,2.2,1.66,2.26,E0(4).csv
2021-01-26,Southampton,Arsenal,1.0,3.0,4.0,1,2020-2021,1.8,2.0,1.79,2.04,1.8,2.0,1.8,2.0,1.79,2.04,E0(4).csv
2021-01-26,West Brom,Man City,0.0,5.0,5.0,1,2020-2021,1.57,2.37,1.47,2.7,1.44,2.75,1.57,2.37,1.47,2.7,E0(4).csv
2021-01-27,Brighton,Fulham,0.0,0.0,0.0,0,2020-2021,2.2,1.66,2.32,1.62,2.3,1.61,2.2,1.66,2.32,1.62,E0(4).csv
2021-01-27,Burnley,Aston Villa,3.0,2.0,5.0,1,2020-2021,1.9,1.9,1.85,1.98,1.89,2.01,1.9,1.9,1.85,1.98,E0(4).csv
2021-01-27,Chelsea,Wolves,0.0,0.0,0.0,0,2020-2021,1.9,1.9,2.0,1.82,2.04,1.86,1.9,1.9,2.0,1.82,E0(4).csv
2021-01-27,Everton,Leicester,1.0,1.0,2.0,0,2020-2021,2.0,1.8,2.03,1.8,2.0,1.8,2.0,1.8,2.03,1.8,E0(4).csv
2021-01-27,Man United,Sheffield United,1.0,2.0,3.0,1,2020-2021,1.66,2.2,1.56,2.44,1.53,2.5,1.66,2.2,1.56,2.44,E0(4).csv
2021-01-28,Tottenham,Liverpool,1.0,3.0,4.0,1,2020-2021,1.8,2.0,1.64,2.28,1.61,2.3,1.8,2.0,1.64,2.28,E0(4).csv
2021-01-30,Arsenal,Man United,0.0,0.0,0.0,0,2020-2021,1.8,2.0,1.82,2.01,1.8,2.0,1.8,2.0,1.82,2.01,E0(4).csv
2021-01-30,Crystal Palace,Wolves,1.0,0.0,1.0,0,2020-2021,2.5,1.53,2.4,1.58,2.5,1.53,2.5,1.53,2.4,1.58,E0(4).csv
2021-01-30,Everton,Newcastle,0.0,2.0,2.0,0,2020-2021,2.0,1.8,1.82,2.01,1.8,2.0,2.0,1.8,1.82,2.01,E0(4).csv
2021-01-30,Man City,Sheffield United,1.0,0.0,1.0,0,2020-2021,1.5,2.62,1.58,2.4,1.61,2.3,1.5,2.62,1.58,2.4,E0(4).csv
2021-01-30,Southampton,Aston Villa,0.0,1.0,1.0,0,2020-2021,1.72,2.1,1.66,2.26,1.66,2.2,1.72,2.1,1.66,2.26,E0(4).csv
2021-01-30,West Brom,Fulham,2.0,2.0,4.0,1,2020-2021,2.2,1.66,2.18,1.7,2.2,1.66,2.2,1.66,2.18,1.7,E0(4).csv
2021-01-31,Brighton,Tottenham,1.0,0.0,1.0,0,2020-2021,2.08,1.82,2.13,1.73,2.2,1.66,2.08,1.82,2.13,1.73,E0(4).csv
2021-01-31,Chelsea,Burnley,2.0,0.0,2.0,0,2020-2021,1.72,2.1,1.77,2.08,1.8,2.0,1.72,2.1,1.77,2.08,E0(4).csv
2021-01-31,Leicester,Leeds,1.0,3.0,4.0,1,2020-2021,1.57,2.37,1.71,2.15,1.72,2.1,1.57,2.37,1.71,2.15,E0(4).csv
2021-01-31,West Ham,Liverpool,1.0,3.0,4.0,1,2020-2021,1.66,2.2,1.64,2.28,1.66,2.2,1.66,2.2,1.64,2.28,E0(4).csv
2021-02-02,Man United,Southampton,9.0,0.0,9.0,1,2020-2021,1.53,2.5,1.54,2.49,1.57,2.37,1.53,2.5,1.54,2.49,E0(4).csv
2021-02-02,Newcastle,Crystal Palace,1.0,2.0,3.0,1,2020-2021,2.3,1.61,2.06,1.78,2.0,1.8,2.3,1.61,2.06,1.78,E0(4).csv
2021-02-02,Sheffield United,West Brom,2.0,1.0,3.0,1,2020-2021,2.3,1.61,2.13,1.73,2.1,1.72,2.3,1.61,2.13,1.73,E0(4).csv
2021-02-02,Wolves,Arsenal,2.0,1.0,3.0,1,2020-2021,2.3,1.61,2.25,1.66,2.3,1.61,2.3,1.61,2.25,1.66,E0(4).csv
2021-02-03,Aston Villa,West Ham,1.0,3.0,4.0,1,2020-2021,1.72,2.1,1.78,2.04,1.72,2.1,1.72,2.1,1.78,2.04,E0(4).csv
2021-02-03,Burnley,Man City,0.0,2.0,2.0,0,2020-2021,1.66,2.2,1.56,2.45,1.57,2.37,1.66,2.2,1.56,2.45,E0(4).csv
2021-02-03,Fulham,Leicester,0.0,2.0,2.0,0,2020-2021,2.0,1.8,2.14,1.73,2.2,1.66,2.0,1.8,2.14,1.73,E0(4).csv
2021-02-03,Leeds,Everton,1.0,2.0,3.0,1,2020-2021,1.66,2.2,1.72,2.14,1.72,2.1,1.66,2.2,1.72,2.14,E0(4).csv
2021-02-03,Liverpool,Brighton,0.0,1.0,1.0,0,2020-2021,1.66,2.2,1.62,2.32,1.61,2.3,1.66,2.2,1.62,2.32,E0(4).csv
2021-02-04,Tottenham,Chelsea,0.0,1.0,1.0,0,2020-2021,1.9,1.9,2.04,1.8,2.05,1.85,1.9,1.9,2.04,1.8,E0(4).csv
2021-02-06,Aston Villa,Arsenal,1.0,0.0,1.0,0,2020-2021,1.66,2.2,1.72,2.14,1.72,2.1,1.66,2.2,1.72,2.14,E0(4).csv
2021-02-06,Burnley,Brighton,1.0,1.0,2.0,0,2020-2021,2.5,1.53,2.47,1.55,2.5,1.53,2.5,1.53,2.47,1.55,E0(4).csv
2021-02-06,Fulham,West Ham,0.0,0.0,0.0,0,2020-2021,2.0,1.8,1.96,1.86,1.9,1.9,2.0,1.8,1.96,1.86,E0(4).csv
2021-02-06,Man United,Everton,3.0,3.0,6.0,1,2020-2021,1.66,2.2,1.67,2.23,1.66,2.2,1.66,2.2,1.67,2.23,E0(4).csv
2021-02-06,Newcastle,Southampton,3.0,2.0,5.0,1,2020-2021,2.0,1.8,1.84,1.98,1.9,1.9,2.0,1.8,1.84,1.98,E0(4).csv
2021-02-07,Liverpool,Man City,1.0,4.0,5.0,1,2020-2021,1.72,2.1,1.74,2.12,1.72,2.1,1.72,2.1,1.74,2.12,E0(4).csv
2021-02-07,Sheffield United,Chelsea,1.0,2.0,3.0,1,2020-2021,1.9,1.9,1.95,1.87,1.9,1.9,1.9,1.9,1.95,1.87,E0(4).csv
2021-02-07,Tottenham,West Brom,2.0,0.0,2.0,0,2020-2021,1.72,2.1,1.68,2.19,1.72,2.1,1.72,2.1,1.68,2.19,E0(4).csv
2021-02-07,Wolves,Leicester,0.0,0.0,0.0,0,2020-2021,2.2,1.66,2.27,1.64,2.2,1.66,2.2,1.66,2.27,1.64,E0(4).csv
2021-02-08,Leeds,Crystal Palace,2.0,0.0,2.0,0,2020-2021,1.61,2.3,1.86,1.97,1.9,1.9,1.61,2.3,1.86,1.97,E0(4).csv
2021-02-13,Brighton,Aston Villa,0.0,0.0,0.0,0,2020-2021,1.72,2.1,1.93,1.9,1.9,1.9,1.72,2.1,1.93,1.9,E0(4).csv
2021-02-13,Crystal Palace,Burnley,0.0,3.0,3.0,1,2020-2021,2.5,1.53,2.26,1.65,2.2,1.66,2.5,1.53,2.26,1.65,E0(4).csv
2021-02-13,Leicester,Liverpool,3.0,1.0,4.0,1,2020-2021,1.72,2.1,1.64,2.28,1.66,2.2,1.72,2.1,1.64,2.28,E0(4).csv
2021-02-13,Man City,Tottenham,3.0,0.0,3.0,1,2020-2021,1.61,2.3,1.56,2.46,1.53,2.5,1.61,2.3,1.56,2.46,E0(4).csv
2021-02-14,Arsenal,Leeds,4.0,2.0,6.0,1,2020-2021,1.57,2.37,1.63,2.29,1.57,2.37,1.57,2.37,1.63,2.29,E0(4).csv
2021-02-14,Everton,Fulham,0.0,2.0,2.0,0,2020-2021,2.0,1.8,2.13,1.72,2.2,1.66,2.0,1.8,2.13,1.72,E0(4).csv
2021-02-14,Southampton,Wolves,1.0,2.0,3.0,1,2020-2021,2.3,1.61,2.2,1.68,2.2,1.66,2.3,1.61,2.2,1.68,E0(4).csv
2021-02-14,West Brom,Man United,1.0,1.0,2.0,0,2020-2021,1.53,2.5,1.5,2.61,1.5,2.62,1.53,2.5,1.5,2.61,E0(4).csv
2021-02-15,Chelsea,Newcastle,2.0,0.0,2.0,0,2020-2021,1.57,2.37,1.69,2.19,1.66,2.2,1.57,2.37,1.69,2.19,E0(4).csv
2021-02-15,West Ham,Sheffield United,3.0,0.0,3.0,1,2020-2021,2.0,1.8,2.36,1.6,2.37,1.57,2.0,1.8,2.36,1.6,E0(4).csv
2021-02-17,Burnley,Fulham,1.0,1.0,2.0,0,2020-2021,2.3,1.61,2.33,1.61,2.37,1.57,2.3,1.61,2.33,1.61,E0(4).csv
2021-02-17,Everton,Man City,1.0,3.0,4.0,1,2020-2021,1.66,2.2,1.64,2.27,1.66,2.2,1.66,2.2,1.64,2.27,E0(4).csv
2021-02-19,Wolves,Leeds,1.0,0.0,1.0,0,2020-2021,1.9,1.9,1.94,1.88,1.9,1.9,1.9,1.9,1.94,1.88,E0(4).csv
2021-02-20,Burnley,West Brom,0.0,0.0,0.0,0,2020-2021,2.2,1.66,2.3,1.63,2.3,1.61,2.2,1.66,2.3,1.63,E0(4).csv
2021-02-20,Fulham,Sheffield United,1.0,0.0,1.0,0,2020-2021,2.3,1.61,2.28,1.64,2.3,1.61,2.3,1.61,2.28,1.64,E0(4).csv
2021-02-20,Liverpool,Everton,0.0,2.0,2.0,0,2020-2021,1.57,2.37,1.56,2.43,1.57,2.37,1.57,2.37,1.56,2.43,E0(4).csv
2021-02-20,Southampton,Chelsea,1.0,1.0,2.0,0,2020-2021,1.9,1.9,1.84,1.98,1.8,2.0,1.9,1.9,1.84,1.98,E0(4).csv
2021-02-21,Arsenal,Man City,0.0,1.0,1.0,0,2020-2021,1.72,2.1,1.67,2.23,1.66,2.2,1.72,2.1,1.67,2.23,E0(4).csv
2021-02-21,Aston Villa,Leicester,1.0,2.0,3.0,1,2020-2021,1.72,2.1,1.86,1.95,1.9,1.9,1.72,2.1,1.86,1.95,E0(4).csv
2021-02-21,Man United,Newcastle,3.0,1.0,4.0,1,2020-2021,1.57,2.37,1.65,2.26,1.66,2.2,1.57,2.37,1.65,2.26,E0(4).csv
2021-02-21,West Ham,Tottenham,2.0,1.0,3.0,1,2020-2021,1.9,1.9,1.81,2.02,1.81,2.09,1.9,1.9,1.81,2.02,E0(4).csv
2021-02-22,Brighton,Crystal Palace,1.0,2.0,3.0,1,2020-2021,2.2,1.66,2.32,1.62,2.37,1.57,2.2,1.66,2.32,1.62,E0(4).csv
2021-02-23,Leeds,Southampton,3.0,0.0,3.0,1,2020-2021,1.66,2.2,1.76,2.08,1.8,2.0,1.66,2.2,1.76,2.08,E0(4).csv
2021-02-27,Leeds,Aston Villa,0.0,1.0,1.0,0,2020-2021,1.57,2.37,1.61,2.32,1.61,2.3,1.57,2.37,1.61,2.32,E0(4).csv
2021-02-27,Man City,West Ham,2.0,1.0,3.0,1,2020-2021,1.53,2.5,1.62,2.32,1.61,2.3,1.53,2.5,1.62,2.32,E0(4).csv
2021-02-27,Newcastle,Wolves,1.0,1.0,2.0,0,2020-2021,2.37,1.57,2.45,1.56,2.5,1.53,2.37,1.57,2.45,1.56,E0(4).csv
2021-02-27,West Brom,Brighton,1.0,0.0,1.0,0,2020-2021,2.1,1.72,2.05,1.78,2.0,1.8,2.1,1.72,2.05,1.78,E0(4).csv
2021-02-28,Chelsea,Man United,0.0,0.0,0.0,0,2020-2021,1.99,1.91,1.9,1.92,1.9,1.9,1.99,1.91,1.9,1.92,E0(4).csv
2021-02-28,Crystal Palace,Fulham,0.0,0.0,0.0,0,2020-2021,2.3,1.61,2.34,1.61,2.37,1.57,2.3,1.61,2.34,1.61,E0(4).csv
2021-02-28,Leicester,Arsenal,1.0,3.0,4.0,1,2020-2021,2.02,1.88,2.11,1.74,2.2,1.66,2.02,1.88,2.11,1.74,E0(4).csv
2021-02-28,Sheffield United,Liverpool,0.0,2.0,2.0,0,2020-2021,1.66,2.2,1.54,2.48,1.57,2.37,1.66,2.2,1.54,2.48,E0(4).csv
2021-02-28,Tottenham,Burnley,4.0,0.0,4.0,1,2020-2021,1.91,1.99,1.82,2.0,1.8,2.0,1.91,1.99,1.82,2.0,E0(4).csv
2021-03-01,Everton,Southampton,1.0,0.0,1.0,0,2020-2021,2.0,1.9,1.93,1.88,1.9,1.9,2.0,1.9,1.93,1.88,E0(4).csv
2021-03-02,Man City,Wolves,4.0,1.0,5.0,1,2020-2021,1.72,2.1,1.74,2.11,1.72,2.1,1.72,2.1,1.74,2.11,E0(4).csv
2021-03-03,Burnley,Leicester,1.0,1.0,2.0,0,2020-2021,2.1,1.72,2.48,1.54,2.5,1.53,2.1,1.72,2.48,1.54,E0(4).csv
2021-03-03,Crystal Palace,Man United,0.0,0.0,0.0,0,2020-2021,1.72,2.1,1.81,2.01,1.8,2.0,1.72,2.1,1.81,2.01,E0(4).csv
2021-03-03,Sheffield United,Aston Villa,1.0,0.0,1.0,0,2020-2021,2.1,1.72,2.11,1.74,2.2,1.66,2.1,1.72,2.11,1.74,E0(4).csv
2021-03-04,Fulham,Tottenham,0.0,1.0,1.0,0,2020-2021,2.0,1.8,2.02,1.8,2.0,1.8,2.0,1.8,2.02,1.8,E0(4).csv
2021-03-04,Liverpool,Chelsea,0.0,1.0,1.0,0,2020-2021,1.8,2.0,1.9,1.93,1.9,1.9,1.8,2.0,1.9,1.93,E0(4).csv
2021-03-04,West Brom,Everton,0.0,1.0,1.0,0,2020-2021,1.9,1.9,2.02,1.81,2.0,1.8,1.9,1.9,2.02,1.81,E0(4).csv
2021-03-06,Aston Villa,Wolves,0.0,0.0,0.0,0,2020-2021,2.1,1.72,2.38,1.59,2.5,1.53,2.1,1.72,2.38,1.59,E0(4).csv
2021-03-06,Brighton,Leicester,1.0,2.0,3.0,1,2020-2021,2.2,1.66,2.39,1.58,2.5,1.53,2.2,1.66,2.39,1.58,E0(4).csv
2021-03-06,Burnley,Arsenal,1.0,1.0,2.0,0,2020-2021,1.97,1.93,2.04,1.79,2.0,1.8,1.97,1.93,2.04,1.79,E0(4).csv
2021-03-06,Sheffield United,Southampton,0.0,2.0,2.0,0,2020-2021,2.3,1.61,2.19,1.69,2.2,1.66,2.3,1.61,2.19,1.69,E0(4).csv
2021-03-07,Liverpool,Fulham,0.0,1.0,1.0,0,2020-2021,1.72,2.1,1.89,1.93,1.9,1.9,1.72,2.1,1.89,1.93,E0(4).csv
2021-03-07,Man City,Man United,0.0,2.0,2.0,0,2020-2021,1.72,2.1,1.86,1.96,1.9,1.9,1.72,2.1,1.86,1.96,E0(4).csv
2021-03-07,Tottenham,Crystal Palace,4.0,1.0,5.0,1,2020-2021,1.9,1.9,1.95,1.87,2.0,1.8,1.9,1.9,1.95,1.87,E0(4).csv
2021-03-07,West Brom,Newcastle,0.0,0.0,0.0,0,2020-2021,2.2,1.66,2.43,1.56,2.5,1.53,2.2,1.66,2.43,1.56,E0(4).csv
2021-03-08,Chelsea,Everton,2.0,0.0,2.0,0,2020-2021,1.98,1.92,2.07,1.77,2.1,1.72,1.98,1.92,2.07,1.77,E0(4).csv
2021-03-08,West Ham,Leeds,2.0,0.0,2.0,0,2020-2021,1.66,2.2,1.75,2.1,1.72,2.1,1.66,2.2,1.75,2.1,E0(4).csv
2021-03-10,Man City,Southampton,5.0,2.0,7.0,1,2020-2021,1.53,2.5,1.59,2.38,1.61,2.3,1.53,2.5,1.59,2.38,E0(4).csv
2021-03-12,Newcastle,Aston Villa,1.0,1.0,2.0,0,2020-2021,2.3,1.61,2.2,1.68,2.2,1.66,2.3,1.61,2.2,1.68,E0(4).csv
2021-03-13,Crystal Palace,West Brom,1.0,0.0,1.0,0,2020-2021,2.37,1.57,2.44,1.56,2.5,1.53,2.37,1.57,2.44,1.56,E0(4).csv
2021-03-13,Everton,Burnley,1.0,2.0,3.0,1,2020-2021,2.1,1.72,2.33,1.61,2.37,1.57,2.1,1.72,2.33,1.61,E0(4).csv
2021-03-13,Fulham,Man City,0.0,3.0,3.0,1,2020-2021,1.8,2.0,1.92,1.9,1.9,1.9,1.8,2.0,1.92,1.9,E0(4).csv
2021-03-13,Leeds,Chelsea,0.0,0.0,0.0,0,2020-2021,1.8,2.0,1.78,2.05,1.8,2.0,1.8,2.0,1.78,2.05,E0(4).csv
