date,home_team,away_team,home_goals,away_goals,total_goals,over25,season,odds_over25_bet,odds_under25_bet,odds_over25_ref_close,odds_under25_ref_close,odds_over25_bet_close,odds_under25_bet_close,odds_over25,odds_under25,odds_over25_close,odds_under25_close,source_file
2019-08-09,Liverpool,Norwich,4.0,1.0,5.0,1,2019-2020,1.4,3.0,1.32,3.43,1.3,3.5,1.4,3.0,1.32,3.43,E0(5).csv
2019-08-10,Bournemouth,Sheffield United,1.0,1.0,2.0,0,2019-2020,1.9,1.9,1.91,1.92,1.9,1.9,1.9,1.9,1.91,1.92,E0(5).csv
2019-08-10,Burnley,Southampton,3.0,0.0,3.0,1,2019-2020,2.1,1.72,2.17,1.71,2.1,1.72,2.1,1.72,2.17,1.71,E0(5).csv
2019-08-10,Crystal Palace,Everton,0.0,0.0,0.0,0,2019-2020,2.2,1.66,2.17,1.71,2.2,1.66,2.2,1.66,2.17,1.71,E0(5).csv
2019-08-10,Tottenham,Aston Villa,3.0,1.0,4.0,1,2019-2020,1.66,2.2,1.58,2.4,1.57,2.37,1.66,2.2,1.58,2.4,E0(5).csv
2019-08-10,Watford,Brighton,0.0,3.0,3.0,1,2019-2020,2.1,1.72,2.14,1.73,2.1,1.72,2.1,1.72,2.14,1.73,E0(5).csv
2019-08-10,West Ham,Man City,0.0,5.0,5.0,1,2019-2020,1.44,2.75,1.41,2.91,1.4,3.0,1.44,2.75,1.41,2.91,E0(5).csv
2019-08-11,Leicester,Wolves,0.0,0.0,0.0,0,2019-2020,2.2,1.66,2.33,1.62,2.3,1.61,2.2,1.66,2.33,1.62,E0(5).csv
2019-08-11,Man United,Chelsea,4.0,0.0,4.0,1,2019-2020,2.0,1.8,1.99,1.84,2.0,1.8,2.0,1.8,1.99,1.84,E0(5).csv
2019-08-11,Newcastle,Arsenal,0.0,1.0,1.0,0,2019-2020,1.8,2.0,1.79,2.05,1.8,2.0,1.8,2.0,1.79,2.05,E0(5).csv
2019-08-17,Arsenal,Burnley,2.0,1.0,3.0,1,2019-2020,1.57,2.37,1.61,2.35,1.61,2.3,1.57,2.37,1.61,2.35,E0(5).csv
2019-08-17,Aston Villa,Bournemouth,1.0,2.0,3.0,1,2019-2020,1.8,2.0,1.66,2.26,1.61,2.3,1.8,2.0,1.66,2.26,E0(5).csv
2019-08-17,Brighton,West Ham,1.0,1.0,2.0,0,2019-2020,1.9,1.9,1.92,1.91,1.9,1.9,1.9,1.9,1.92,1.91,E0(5).csv
2019-08-17,Everton,Watford,1.0,0.0,1.0,0,2019-2020,1.72,2.1,1.78,2.07,1.72,2.1,1.72,2.1,1.78,2.07,E0(5).csv
2019-08-17,Man City,Tottenham,2.0,2.0,4.0,1,2019-2020,1.53,2.5,1.5,2.62,1.5,2.62,1.53,2.5,1.5,2.62,E0(5).csv
2019-08-17,Norwich,Newcastle,3.0,1.0,4.0,1,2019-2020,1.9,1.9,1.93,1.9,1.9,1.9,1.9,1.9,1.93,1.9,E0(5).csv
2019-08-17,Southampton,Liverpool,1.0,2.0,3.0,1,2019-2020,1.66,2.2,1.63,2.32,1.61,2.3,1.66,2.2,1.63,2.32,E0(5).csv
2019-08-18,Chelsea,Leicester,1.0,1.0,2.0,0,2019-2020,1.9,1.9,1.82,2.01,1.8,2.0,1.9,1.9,1.82,2.01,E0(5).csv
2019-08-18,Sheffield United,Crystal Palace,1.0,0.0,1.0,0,2019-2020,2.3,1.61,2.1,1.76,2.1,1.72,2.3,1.61,2.1,1.76,E0(5).csv
2019-08-19,Wolves,Man United,1.0,1.0,2.0,0,2019-2020,2.1,1.72,2.12,1.74,2.1,1.72,2.1,1.72,2.12,1.74,E0(5).csv
2019-08-23,Aston Villa,Everton,2.0,0.0,2.0,0,2019-2020,1.72,2.1,1.84,2.0,1.8,2.0,1.72,2.1,1.84,2.0,E0(5).csv
2019-08-24,Brighton,Southampton,0.0,2.0,2.0,0,2019-2020,2.1,1.72,2.09,1.77,2.0,1.8,2.1,1.72,2.09,1.77,E0(5).csv
2019-08-24,Liverpool,Arsenal,3.0,1.0,4.0,1,2019-2020,1.44,2.75,1.38,3.08,1.36,3.2,1.44,2.75,1.38,3.08,E0(5).csv
2019-08-24,Man United,Crystal Palace,1.0,2.0,3.0,1,2019-2020,1.72,2.1,1.66,2.25,1.61,2.3,1.72,2.1,1.66,2.25,E0(5).csv
2019-08-24,Norwich,Chelsea,2.0,3.0,5.0,1,2019-2020,1.53,2.5,1.57,2.42,1.57,2.37,1.53,2.5,1.57,2.42,E0(5).csv
2019-08-24,Sheffield United,Leicester,1.0,2.0,3.0,1,2019-2020,2.3,1.61,2.19,1.7,2.2,1.66,2.3,1.61,2.19,1.7,E0(5).csv
2019-08-24,Watford,West Ham,1.0,3.0,4.0,1,2019-2020,1.72,2.1,1.69,2.2,1.66,2.2,1.72,2.1,1.69,2.2,E0(5).csv
2019-08-25,Bournemouth,Man City,1.0,3.0,4.0,1,2019-2020,1.36,3.2,1.31,3.52,1.3,3.5,1.36,3.2,1.31,3.52,E0(5).csv
2019-08-25,Tottenham,Newcastle,0.0,1.0,1.0,0,2019-2020,1.53,2.5,1.59,2.4,1.57,2.37,1.53,2.5,1.59,2.4,E0(5).csv
2019-08-25,Wolves,Burnley,1.0,1.0,2.0,0,2019-2020,2.3,1.61,2.23,1.67,2.2,1.66,2.3,1.61,2.23,1.67,E0(5).csv
2019-08-31,Burnley,Liverpool,0.0,3.0,3.0,1,2019-2020,1.61,2.3,1.55,2.49,1.53,2.5,1.61,2.3,1.55,2.49,E0(5).csv
2019-08-31,Chelsea,Sheffield United,2.0,2.0,4.0,1,2019-2020,1.72,2.1,1.7,2.18,1.72,2.1,1.72,2.1,1.7,2.18,E0(5).csv
2019-08-31,Crystal Palace,Aston Villa,1.0,0.0,1.0,0,2019-2020,1.9,1.9,1.87,1.95,1.9,1.9,1.9,1.9,1.87,1.95,E0(5).csv
2019-08-31,Leicester,Bournemouth,3.0,1.0,4.0,1,2019-2020,1.66,2.2,1.72,2.14,1.72,2.1,1.66,2.2,1.72,2.14,E0(5).csv
2019-08-31,Man City,Brighton,4.0,0.0,4.0,1,2019-2020,1.3,3.5,1.33,3.31,1.33,3.4,1.3,3.5,1.33,3.31,E0(5).csv
2019-08-31,Newcastle,Watford,1.0,1.0,2.0,0,2019-2020,2.0,1.8,2.09,1.76,2.1,1.72,2.0,1.8,2.09,1.76,E0(5).csv
2019-08-31,Southampton,Man United,1.0,1.0,2.0,0,2019-2020,1.9,1.9,1.92,1.91,1.9,1.9,1.9,1.9,1.92,1.91,E0(5).csv
2019-08-31,West Ham,Norwich,2.0,0.0,2.0,0,2019-2020,1.44,2.75,1.43,2.85,1.4,3.0,1.44,2.75,1.43,2.85,E0(5).csv
2019-09-01,Arsenal,Tottenham,2.0,2.0,4.0,1,2019-2020,1.57,2.37,1.53,2.53,1.53,2.5,1.57,2.37,1.53,2.53,E0(5).csv
2019-09-01,Everton,Wolves,3.0,2.0,5.0,1,2019-2020,2.2,1.66,2.3,1.63,2.3,1.61,2.2,1.66,2.3,1.63,E0(5).csv
2019-09-14,Brighton,Burnley,1.0,1.0,2.0,0,2019-2020,2.1,1.72,2.12,1.74,2.1,1.72,2.1,1.72,2.12,1.74,E0(5).csv
2019-09-14,Liverpool,Newcastle,3.0,1.0,4.0,1,2019-2020,1.4,3.0,1.46,2.74,1.5,2.62,1.4,3.0,1.46,2.74,E0(5).csv
2019-09-14,Man United,Leicester,1.0,0.0,1.0,0,2019-2020,1.9,1.9,1.98,1.85,2.0,1.8,1.9,1.9,1.98,1.85,E0(5).csv
2019-09-14,Norwich,Man City,3.0,2.0,5.0,1,2019-2020,1.22,4.33,1.2,4.52,1.22,4.33,1.22,4.33,1.2,4.52,E0(5).csv
2019-09-14,Sheffield United,Southampton,0.0,1.0,1.0,0,2019-2020,2.1,1.72,2.22,1.68,2.2,1.66,2.1,1.72,2.22,1.68,E0(5).csv
2019-09-14,Tottenham,Crystal Palace,4.0,0.0,4.0,1,2019-2020,1.61,2.3,1.61,2.33,1.57,2.37,1.61,2.3,1.61,2.33,E0(5).csv
2019-09-14,Wolves,Chelsea,2.0,5.0,7.0,1,2019-2020,1.9,1.9,1.97,1.86,2.0,1.8,1.9,1.9,1.97,1.86,E0(5).csv
2019-09-15,Bournemouth,Everton,3.0,1.0,4.0,1,2019-2020,1.72,2.1,1.77,2.08,1.8,2.0,1.72,2.1,1.77,2.08,E0(5).csv
2019-09-15,Watford,Arsenal,2.0,2.0,4.0,1,2019-2020,1.57,2.37,1.52,2.55,1.53,2.5,1.57,2.37,1.52,2.55,E0(5).csv
2019-09-16,Aston Villa,West Ham,0.0,0.0,0.0,0,2019-2020,1.61,2.3,1.58,2.4,1.57,2.37,1.61,2.3,1.58,2.4,E0(5).csv
2019-09-20,Southampton,Bournemouth,1.0,3.0,4.0,1,2019-2020,1.66,2.2,1.65,2.26,1.66,2.2,1.66,2.2,1.65,2.26,E0(5).csv
2019-09-21,Burnley,Norwich,2.0,0.0,2.0,0,2019-2020,1.66,2.2,1.66,2.25,1.66,2.2,1.66,2.2,1.66,2.25,E0(5).csv
2019-09-21,Everton,Sheffield United,0.0,2.0,2.0,0,2019-2020,2.0,1.8,2.04,1.8,2.0,1.8,2.0,1.8,2.04,1.8,E0(5).csv
2019-09-21,Leicester,Tottenham,2.0,1.0,3.0,1,2019-2020,1.8,2.0,1.8,2.04,1.8,2.0,1.8,2.0,1.8,2.04,E0(5).csv
2019-09-21,Man City,Watford,8.0,0.0,8.0,1,2019-2020,1.25,4.0,1.25,3.99,1.25,4.0,1.25,4.0,1.25,3.99,E0(5).csv
2019-09-21,Newcastle,Brighton,0.0,0.0,0.0,0,2019-2020,2.3,1.61,2.33,1.62,2.3,1.61,2.3,1.61,2.33,1.62,E0(5).csv
2019-09-22,Arsenal,Aston Villa,3.0,2.0,5.0,1,2019-2020,1.44,2.75,1.41,2.95,1.4,3.0,1.44,2.75,1.41,2.95,E0(5).csv
2019-09-22,Chelsea,Liverpool,1.0,2.0,3.0,1,2019-2020,1.57,2.37,1.54,2.49,1.53,2.5,1.57,2.37,1.54,2.49,E0(5).csv
2019-09-22,Crystal Palace,Wolves,1.0,1.0,2.0,0,2019-2020,2.37,1.57,2.33,1.62,2.37,1.57,2.37,1.57,2.33,1.62,E0(5).csv
2019-09-22,West Ham,Man United,2.0,0.0,2.0,0,2019-2020,1.66,2.2,1.78,2.06,1.8,2.0,1.66,2.2,1.78,2.06,E0(5).csv
2019-09-28,Aston Villa,Burnley,2.0,2.0,4.0,1,2019-2020,1.9,1.9,1.88,1.95,1.9,1.9,1.9,1.9,1.88,1.95,E0(5).csv
2019-09-28,Bournemouth,West Ham,2.0,2.0,4.0,1,2019-2020,1.57,2.37,1.52,2.54,1.53,2.5,1.57,2.37,1.52,2.54,E0(5).csv
2019-09-28,Chelsea,Brighton,2.0,0.0,2.0,0,2019-2020,1.66,2.2,1.64,2.29,1.61,2.3,1.66,2.2,1.64,2.29,E0(5).csv
2019-09-28,Crystal Palace,Norwich,2.0,0.0,2.0,0,2019-2020,1.72,2.1,1.7,2.18,1.72,2.1,1.72,2.1,1.7,2.18,E0(5).csv
2019-09-28,Everton,Man City,1.0,3.0,4.0,1,2019-2020,1.5,2.62,1.57,2.43,1.57,2.37,1.5,2.62,1.57,2.43,E0(5).csv
2019-09-28,Sheffield United,Liverpool,0.0,1.0,1.0,0,2019-2020,1.61,2.3,1.62,2.32,1.61,2.3,1.61,2.3,1.62,2.32,E0(5).csv
2019-09-28,Tottenham,Southampton,2.0,1.0,3.0,1,2019-2020,1.57,2.37,1.56,2.45,1.53,2.5,1.57,2.37,1.56,2.45,E0(5).csv
2019-09-28,Wolves,Watford,2.0,0.0,2.0,0,2019-2020,1.9,1.9,1.96,1.87,1.9,1.9,1.9,1.9,1.96,1.87,E0(5).csv
2019-09-29,Leicester,Newcastle,5.0,0.0,5.0,1,2019-2020,2.0,1.8,1.89,1.94,1.9,1.9,2.0,1.8,1.89,1.94,E0(5).csv
2019-09-30,Man United,Arsenal,1.0,1.0,2.0,0,2019-2020,1.61,2.3,1.65,2.27,1.61,2.3,1.61,2.3,1.65,2.27,E0(5).csv
2019-10-05,Brighton,Tottenham,3.0,0.0,3.0,1,2019-2020,1.72,2.1,1.72,2.14,1.72,2.1,1.72,2.1,1.72,2.14,E0(5).csv
2019-10-05,Burnley,Everton,1.0,0.0,1.0,0,2019-2020,2.1,1.72,2.06,1.78,2.0,1.8,2.1,1.72,2.06,1.78,E0(5).csv
2019-10-05,Liverpool,Leicester,2.0,1.0,3.0,1,2019-2020,1.57,2.37,1.59,2.38,1.57,2.37,1.57,2.37,1.59,2.38,E0(5).csv
2019-10-05,Norwich,Aston Villa,1.0,5.0,6.0,1,2019-2020,1.57,2.37,1.56,2.45,1.53,2.5,1.57,2.37,1.56,2.45,E0(5).csv
2019-10-05,Watford,Sheffield United,0.0,0.0,0.0,0,2019-2020,2.0,1.8,2.08,1.77,2.1,1.72,2.0,1.8,2.08,1.77,E0(5).csv
2019-10-05,West Ham,Crystal Palace,1.0,2.0,3.0,1,2019-2020,1.8,2.0,1.72,2.15,1.72,2.1,1.8,2.0,1.72,2.15,E0(5).csv
2019-10-06,Arsenal,Bournemouth,1.0,0.0,1.0,0,2019-2020,1.33,3.4,1.29,3.65,1.28,3.75,1.33,3.4,1.29,3.65,E0(5).csv
2019-10-06,Man City,Wolves,0.0,2.0,2.0,0,2019-2020,1.36,3.2,1.38,3.06,1.36,3.2,1.36,3.2,1.38,3.06,E0(5).csv
2019-10-06,Newcastle,Man United,1.0,0.0,1.0,0,2019-2020,2.2,1.66,2.15,1.72,2.1,1.72,2.2,1.66,2.15,1.72,E0(5).csv
2019-10-06,Southampton,Chelsea,1.0,4.0,5.0,1,2019-2020,1.72,2.1,1.57,2.44,1.53,2.5,1.72,2.1,1.57,2.44,E0(5).csv
2019-10-19,Aston Villa,Brighton,2.0,1.0,3.0,1,2019-2020,1.8,2.0,1.79,2.04,1.8,2.0,1.8,2.0,1.79,2.04,E0(5).csv
2019-10-19,Bournemouth,Norwich,0.0,0.0,0.0,0,2019-2020,1.4,3.0,1.41,2.93,1.4,3.0,1.4,3.0,1.41,2.93,E0(5).csv
2019-10-19,Chelsea,Newcastle,1.0,0.0,1.0,0,2019-2020,1.57,2.37,1.52,2.54,1.53,2.5,1.57,2.37,1.52,2.54,E0(5).csv
2019-10-19,Crystal Palace,Man City,0.0,2.0,2.0,0,2019-2020,1.44,2.75,1.41,2.91,1.4,3.0,1.44,2.75,1.41,2.91,E0(5).csv
2019-10-19,Everton,West Ham,2.0,0.0,2.0,0,2019-2020,1.72,2.1,1.62,2.33,1.57,2.37,1.72,2.1,1.62,2.33,E0(5).csv
2019-10-19,Leicester,Burnley,2.0,1.0,3.0,1,2019-2020,1.9,1.9,1.73,2.14,1.66,2.2,1.9,1.9,1.73,2.14,E0(5).csv
2019-10-19,Tottenham,Watford,1.0,1.0,2.0,0,2019-2020,1.53,2.5,1.58,2.39,1.57,2.37,1.53,2.5,1.58,2.39,E0(5).csv
2019-10-19,Wolves,Southampton,1.0,1.0,2.0,0,2019-2020,2.1,1.72,2.26,1.66,2.3,1.61,2.1,1.72,2.26,1.66,E0(5).csv
2019-10-20,Man United,Liverpool,1.0,1.0,2.0,0,2019-2020,1.72,2.1,2.02,1.82,2.0,1.8,1.72,2.1,2.02,1.82,E0(5).csv
2019-10-21,Sheffield United,Arsenal,1.0,0.0,1.0,0,2019-2020,1.66,2.2,1.89,1.94,1.9,1.9,1.66,2.2,1.89,1.94,E0(5).csv
2019-10-25,Southampton,Leicester,0.0,9.0,9.0,1,2019-2020,2.0,1.8,2.02,1.82,2.0,1.8,2.0,1.8,2.02,1.82,E0(5).csv
2019-10-26,Brighton,Everton,3.0,2.0,5.0,1,2019-2020,2.0,1.8,1.98,1.86,2.0,1.8,2.0,1.8,1.98,1.86,E0(5).csv
2019-10-26,Burnley,Chelsea,2.0,4.0,6.0,1,2019-2020,1.66,2.2,1.83,2.02,1.9,1.9,1.66,2.2,1.83,2.02,E0(5).csv
2019-10-26,Man City,Aston Villa,3.0,0.0,3.0,1,2019-2020,1.22,4.33,1.17,5.01,1.16,5.0,1.22,4.33,1.17,5.01,E0(5).csv
2019-10-26,Watford,Bournemouth,0.0,0.0,0.0,0,2019-2020,1.66,2.2,1.7,2.19,1.66,2.2,1.66,2.2,1.7,2.19,E0(5).csv
2019-10-26,West Ham,Sheffield United,1.0,1.0,2.0,0,2019-2020,1.9,1.9,1.88,1.95,1.9,1.9,1.9,1.9,1.88,1.95,E0(5).csv
2019-10-27,Arsenal,Crystal Palace,2.0,2.0,4.0,1,2019-2020,1.53,2.5,1.53,2.51,1.53,2.5,1.53,2.5,1.53,2.51,E0(5).csv
2019-10-27,Liverpool,Tottenham,2.0,1.0,3.0,1,2019-2020,1.53,2.5,1.42,2.88,1.4,3.0,1.53,2.5,1.42,2.88,E0(5).csv
2019-10-27,Newcastle,Wolves,1.0,1.0,2.0,0,2019-2020,2.5,1.53,2.49,1.55,2.5,1.53,2.5,1.53,2.49,1.55,E0(5).csv
2019-10-27,Norwich,Man United,1.0,3.0,4.0,1,2019-2020,1.66,2.2,1.91,1.92,1.9,1.9,1.66,2.2,1.91,1.92,E0(5).csv
2019-11-02,Arsenal,Wolves,1.0,1.0,2.0,0,2019-2020,1.72,2.1,1.69,2.2,1.66,2.2,1.72,2.1,1.69,2.2,E0(5).csv
2019-11-02,Aston Villa,Liverpool,1.0,2.0,3.0,1,2019-2020,1.44,2.75,1.41,2.94,1.4,3.0,1.44,2.75,1.41,2.94,E0(5).csv
2019-11-02,Bournemouth,Man United,1.0,0.0,1.0,0,2019-2020,1.9,1.9,1.94,1.89,1.9,1.9,1.9,1.9,1.94,1.89,E0(5).csv
2019-11-02,Brighton,Norwich,2.0,0.0,2.0,0,2019-2020,1.66,2.2,1.58,2.4,1.57,2.37,1.66,2.2,1.58,2.4,E0(5).csv
2019-11-02,Man City,Southampton,2.0,1.0,3.0,1,2019-2020,1.22,4.33,1.2,4.48,1.22,4.33,1.22,4.33,1.2,4.48,E0(5).csv
2019-11-02,Sheffield United,Burnley,3.0,0.0,3.0,1,2019-2020,2.3,1.61,2.4,1.58,2.37,1.57,2.3,1.61,2.4,1.58,E0(5).csv
2019-11-02,Watford,Chelsea,1.0,2.0,3.0,1,2019-2020,1.61,2.3,1.63,2.3,1.61,2.3,1.61,2.3,1.63,2.3,E0(5).csv
2019-11-02,West Ham,Newcastle,2.0,3.0,5.0,1,2019-2020,1.8,2.0,1.8,2.03,1.8,2.0,1.8,2.0,1.8,2.03,E0(5).csv
2019-11-03,Crystal Palace,Leicester,0.0,2.0,2.0,0,2019-2020,2.0,1.8,1.94,1.89,1.9,1.9,2.0,1.8,1.94,1.89,E0(5).csv
2019-11-03,Everton,Tottenham,1.0,1.0,2.0,0,2019-2020,1.72,2.1,1.64,2.28,1.61,2.3,1.72,2.1,1.64,2.28,E0(5).csv
2019-11-08,Norwich,Watford,0.0,2.0,2.0,0,2019-2020,1.66,2.2,1.67,2.22,1.66,2.2,1.66,2.2,1.67,2.22,E0(5).csv
2019-11-09,Burnley,West Ham,3.0,0.0,3.0,1,2019-2020,1.66,2.2,1.67,2.22,1.66,2.2,1.66,2.2,1.67,2.22,E0(5).csv
2019-11-09,Chelsea,Crystal Palace,2.0,0.0,2.0,0,2019-2020,1.57,2.37,1.6,2.36,1.61,2.3,1.57,2.37,1.6,2.36,E0(5).csv
2019-11-09,Leicester,Arsenal,2.0,0.0,2.0,0,2019-2020,1.57,2.37,1.49,2.65,1.44,2.75,1.57,2.37,1.49,2.65,E0(5).csv
2019-11-09,Newcastle,Bournemouth,2.0,1.0,3.0,1,2019-2020,2.0,1.8,2.14,1.73,2.1,1.72,2.0,1.8,2.14,1.73,E0(5).csv
2019-11-09,Southampton,Everton,1.0,2.0,3.0,1,2019-2020,1.9,1.9,2.02,1.81,2.0,1.8,1.9,1.9,2.02,1.81,E0(5).csv
2019-11-09,Tottenham,Sheffield United,1.0,1.0,2.0,0,2019-2020,1.8,2.0,1.71,2.16,1.72,2.1,1.8,2.0,1.71,2.16,E0(5).csv
2019-11-10,Liverpool,Man City,3.0,1.0,4.0,1,2019-2020,1.66,2.2,1.54,2.49,1.53,2.5,1.66,2.2,1.54,2.49,E0(5).csv
2019-11-10,Man United,Brighton,3.0,1.0,4.0,1,2019-2020,2.0,1.8,1.96,1.87,1.9,1.9,2.0,1.8,1.96,1.87,E0(5).csv
2019-11-10,Wolves,Aston Villa,2.0,1.0,3.0,1,2019-2020,1.9,1.9,1.91,1.93,1.9,1.9,1.9,1.9,1.91,1.93,E0(5).csv
2019-11-23,Arsenal,Southampton,2.0,2.0,4.0,1,2019-2020,1.44,2.75,1.47,2.7,1.44,2.75,1.44,2.75,1.47,2.7,E0(5).csv
2019-11-23,Bournemouth,Wolves,1.0,2.0,3.0,1,2019-2020,2.0,1.8,2.28,1.65,2.3,1.61,2.0,1.8,2.28,1.65,E0(5).csv
2019-11-23,Brighton,Leicester,0.0,2.0,2.0,0,2019-2020,1.9,1.9,1.88,1.95,1.9,1.9,1.9,1.9,1.88,1.95,E0(5).csv
2019-11-23,Crystal Palace,Liverpool,1.0,2.0,3.0,1,2019-2020,1.66,2.2,1.69,2.19,1.66,2.2,1.66,2.2,1.69,2.19,E0(5).csv
2019-11-23,Everton,Norwich,0.0,2.0,2.0,0,2019-2020,1.53,2.5,1.51,2.58,1.5,2.62,1.53,2.5,1.51,2.58,E0(5).csv
2019-11-23,Man City,Chelsea,2.0,1.0,3.0,1,2019-2020,1.4,3.0,1.37,3.08,1.36,3.2,1.4,3.0,1.37,3.08,E0(5).csv
2019-11-23,Watford,Burnley,0.0,3.0,3.0,1,2019-2020,2.0,1.8,2.12,1.74,2.0,1.8,2.0,1.8,2.12,1.74,E0(5).csv
2019-11-23,West Ham,Tottenham,2.0,3.0,5.0,1,2019-2020,1.53,2.5,1.56,2.45,1.57,2.37,1.53,2.5,1.56,2.45,E0(5).csv
2019-11-24,Sheffield United,Man United,3.0,3.0,6.0,1,2019-2020,2.2,1.66,2.25,1.66,2.3,1.61,2.2,1.66,2.25,1.66,E0(5).csv
2019-11-25,Aston Villa,Newcastle,2.0,0.0,2.0,0,2019-2020,1.9,1.9,1.74,2.11,1.72,2.1,1.9,1.9,1.74,2.11,E0(5).csv
2019-11-30,Burnley,Crystal Palace,0.0,2.0,2.0,0,2019-2020,2.2,1.66,2.1,1.76,2.1,1.72,2.2,1.66,2.1,1.76,E0(5).csv
2019-11-30,Chelsea,West Ham,0.0,1.0,1.0,0,2019-2020,1.4,3.0,1.35,3.18,1.36,3.2,1.4,3.0,1.35,3.18,E0(5).csv
2019-11-30,Liverpool,Brighton,2.0,1.0,3.0,1,2019-2020,1.44,2.75,1.39,2.98,1.4,3.0,1.44,2.75,1.39,2.98,E0(5).csv
2019-11-30,Newcastle,Man City,2.0,2.0,4.0,1,2019-2020,1.44,2.75,1.4,2.96,1.4,3.0,1.44,2.75,1.4,2.96,E0(5).csv
2019-11-30,Southampton,Watford,2.0,1.0,3.0,1,2019-2020,1.9,1.9,1.88,1.95,1.9,1.9,1.9,1.9,1.88,1.95,E0(5).csv
2019-11-30,Tottenham,Bournemouth,3.0,2.0,5.0,1,2019-2020,1.53,2.5,1.51,2.56,1.53,2.5,1.53,2.5,1.51,2.56,E0(5).csv
2019-12-01,Leicester,Everton,2.0,1.0,3.0,1,2019-2020,1.8,2.0,1.78,2.07,1.8,2.0,1.8,2.0,1.78,2.07,E0(5).csv
2019-12-01,Man United,Aston Villa,2.0,2.0,4.0,1,2019-2020,1.72,2.1,1.55,2.47,1.53,2.5,1.72,2.1,1.55,2.47,E0(5).csv
2019-12-01,Norwich,Arsenal,2.0,2.0,4.0,1,2019-2020,1.4,3.0,1.4,2.95,1.4,3.0,1.4,3.0,1.4,2.95,E0(5).csv
2019-12-01,Wolves,Sheffield United,1.0,1.0,2.0,0,2019-2020,2.3,1.61,2.37,1.6,2.37,1.57,2.3,1.61,2.37,1.6,E0(5).csv
2019-12-03,Burnley,Man City,1.0,4.0,5.0,1,2019-2020,1.44,2.75,1.42,2.9,1.4,3.0,1.44,2.75,1.42,2.9,E0(5).csv
2019-12-03,Crystal Palace,Bournemouth,1.0,0.0,1.0,0,2019-2020,2.0,1.8,1.95,1.88,1.9,1.9,2.0,1.8,1.95,1.88,E0(5).csv
2019-12-04,Chelsea,Aston Villa,2.0,1.0,3.0,1,2019-2020,1.4,3.0,1.39,3.02,1.36,3.2,1.4,3.0,1.39,3.02,E0(5).csv
2019-12-04,Leicester,Watford,2.0,0.0,2.0,0,2019-2020,1.61,2.3,1.53,2.52,1.53,2.5,1.61,2.3,1.53,2.52,E0(5).csv
2019-12-04,Liverpool,Everton,5.0,2.0,7.0,1,2019-2020,1.57,2.37,1.69,2.2,1.66,2.2,1.57,2.37,1.69,2.2,E0(5).csv
2019-12-04,Man United,Tottenham,2.0,1.0,3.0,1,2019-2020,1.8,2.0,1.84,2.0,1.8,2.0,1.8,2.0,1.84,2.0,E0(5).csv
2019-12-04,Southampton,Norwich,2.0,1.0,3.0,1,2019-2020,1.57,2.37,1.66,2.24,1.66,2.2,1.57,2.37,1.66,2.24,E0(5).csv
2019-12-04,Wolves,West Ham,2.0,0.0,2.0,0,2019-2020,1.9,1.9,1.81,2.03,1.8,2.0,1.9,1.9,1.81,2.03,E0(5).csv
2019-12-05,Arsenal,Brighton,1.0,2.0,3.0,1,2019-2020,1.53,2.5,1.48,2.65,1.5,2.62,1.53,2.5,1.48,2.65,E0(5).csv
2019-12-05,Sheffield United,Newcastle,0.0,2.0,2.0,0,2019-2020,2.3,1.61,2.2,1.69,2.2,1.66,2.3,1.61,2.2,1.69,E0(5).csv
2019-12-07,Bournemouth,Liverpool,0.0,3.0,3.0,1,2019-2020,1.5,2.62,1.59,2.38,1.57,2.37,1.5,2.62,1.59,2.38,E0(5).csv
2019-12-07,Everton,Chelsea,3.0,1.0,4.0,1,2019-2020,1.72,2.1,1.64,2.29,1.61,2.3,1.72,2.1,1.64,2.29,E0(5).csv
2019-12-07,Man City,Man United,1.0,2.0,3.0,1,2019-2020,1.5,2.62,1.48,2.65,1.5,2.62,1.5,2.62,1.48,2.65,E0(5).csv
2019-12-07,Tottenham,Burnley,5.0,0.0,5.0,1,2019-2020,1.57,2.37,1.62,2.32,1.61,2.3,1.57,2.37,1.62,2.32,E0(5).csv
2019-12-07,Watford,Crystal Palace,0.0,0.0,0.0,0,2019-2020,2.0,1.8,2.09,1.76,2.0,1.8,2.0,1.8,2.09,1.76,E0(5).csv
2019-12-08,Aston Villa,Leicester,1.0,4.0,5.0,1,2019-2020,1.61,2.3,1.57,2.43,1.53,2.5,1.61,2.3,1.57,2.43,E0(5).csv
2019-12-08,Brighton,Wolves,2.0,2.0,4.0,1,2019-2020,2.3,1.61,2.12,1.73,2.1,1.72,2.3,1.61,2.12,1.73,E0(5).csv
2019-12-08,Newcastle,Southampton,2.0,1.0,3.0,1,2019-2020,2.1,1.72,2.0,1.83,1.9,1.9,2.1,1.72,2.0,1.83,E0(5).csv
2019-12-08,Norwich,Sheffield United,1.0,2.0,3.0,1,2019-2020,1.8,2.0,1.87,1.95,1.9,1.9,1.8,2.0,1.87,1.95,E0(5).csv
2019-12-09,West Ham,Arsenal,1.0,3.0,4.0,1,2019-2020,1.44,2.75,1.39,3.01,1.36,3.2,1.44,2.75,1.39,3.01,E0(5).csv
2019-12-14,Burnley,Newcastle,1.0,0.0,1.0,0,2019-2020,2.1,1.72,2.28,1.64,2.3,1.61,2.1,1.72,2.28,1.64,E0(5).csv
